id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
13416.json,half-true,Says Russ Feingold formed his own political group to pay himself and his staff millions.,"campaign-finance,candidates-biography",republican-party-wisconsin,,Wisconsin,republican,4.0,3.0,2.0,3.0,0.0,a radio ad,LIAR,0.0,0.0,-0.1027
9559.json,false,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",health-care,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,a tweet,LIAR,0.0,0.0,0.4404
291.json,half-true,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",ethics,john-edwards,former senator,North Carolina,democrat,0.0,2.0,4.0,4.0,1.0,Las Vegas,LIAR,0.0,0.0,0.0
1226.json,mostly-true,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",taxes,michael-moore,Documentary filmmaker,,none,2.0,5.0,1.0,6.0,0.0,"in his movie ""Capitalism: A Love Story""",LIAR,0.0,0.0,0.6124
1583.json,false,Bill White ...offered sanctuary to illegal immigrants.,immigration,cathie-adams,"Chair, Republican Party of Texas",Texas,republican,1.0,1.0,1.0,0.0,1.0,a fund-raising letter,LIAR,0.0,0.0,-0.5574
7514.json,false,The fiscal cliff agreement was the largest tax increase in history.,"federal-budget,health-care,taxes",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,an interview,LIAR,0.0,0.0,0.6705
5121.json,mostly-true,"In 1790, the first Congress, which was packed with framers, required all ship owners to provide medical insurance for seamen; in 1798, Congress also required seamen to buy hospital insurance for themselves. In 1792, Congress enacted a law mandating that all able-bodied citizens obtain a firearm.","congress,government-regulation,health-care,history,supreme-court",einer-elhauge,professor of law,Massachusetts,columnist,0.0,0.0,0.0,1.0,0.0,a commentary in the New England Journal of Medicine,LIAR,0.0,0.0,0.0
12507.json,mostly-true,"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars.",education,russ-feingold,,Wisconsin,democrat,2.0,4.0,7.0,5.0,1.0,a speech,LIAR,0.0,0.0,0.0
11713.json,barely-true,We didnt go out and take information from the Hillary Clinton campaign.,elections,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,"an interview on NBC's ""Meet the Press"".",LIAR,0.0,0.0,0.0
7847.json,mostly-true,"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.","education,immigration",carlos-curbelo,Miami-Dade school board member,Florida,republican,0.0,1.0,0.0,1.0,0.0,a Fox News interview,LIAR,0.0,0.0,0.0
9272.json,false,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,"government-regulation,guns",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,speech to the NRA convention,LIAR,0.0,0.0,-0.2732
10696.json,false,On expanding Medicaid under the Affordable Care Act.,health-care,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,interviews with reporters,LIAR,0.0,0.0,0.4939
3880.json,false,"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.","census,economy,taxes",tom-kean-jr,New Jersey Senate Minority Leader,,republican,0.0,2.0,1.0,0.0,0.0,a press release,LIAR,0.0,0.0,-0.4404
11137.json,true,"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.","jobs,states",chris-riley,"Chief of Staff, Gov. Nathan Deal",Georgia,republican,0.0,0.0,0.0,0.0,0.0,an Atlanta Journal-Constitution blog post,LIAR,0.0,0.0,0.4019
5983.json,barely-true,Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money.,"candidates-biography,economy,financial-regulation",sylvia-romo,Bexar County tax assessor-collector,Texas,democrat,1.0,0.0,0.0,0.0,0.0,a campaign mailer.,LIAR,0.0,0.0,0.2732
13147.json,barely-true,Not one illness has been reported from raw milk in Texas in more than four years. A total of six illnesses have occurred in the last 20 years.,"corrections-and-updates,food-safety,public-health",dan-flynn,State Representative,Texas,republican,1.0,0.0,0.0,0.0,1.0,a letter to state health officials,LIAR,0.0,0.0,-0.2972
6118.json,false,"Says that under President Obama, theres been a substantial increase in federal government jobs.","economy,government-efficiency,jobs",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a conference call with reporters,LIAR,0.0,0.0,0.4767
776.json,mostly-true,Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.,candidates-biography,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"Clearwater, Fla.",LIAR,0.0,0.0,0.0
2908.json,pants-fire,Theres talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.,retirement,william-howell,Speaker of the Virginia House,Virginia,republican,0.0,0.0,0.0,0.0,1.0,in a radio interview.,LIAR,0.05,0.0,0.7269
8149.json,barely-true,Says Matt Bevin has repeatedly failed to pay his taxes.,"ethics,taxes",mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,a campaign ad,LIAR,0.0,0.0,-0.5719
5647.json,false,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,health-care,frank-lobiondo,,,republican,0.0,1.0,0.0,0.0,0.0,a letter to the editor,LIAR,0.0,0.0,0.4939
13282.json,barely-true,"Many of (Hillary Clintons) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.",taxes,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the second presidential debate,LIAR,0.0,0.0,0.743
11273.json,false,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,"foreign-policy,israel",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview,LIAR,0.0,0.0,-0.4404
10321.json,pants-fire,"Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.",states,wallace-hall,Businessman,Texas,republican,0.0,0.0,0.0,0.0,1.0,a speech,LIAR,0.0,0.0,-0.3875
7932.json,false,"There are over 2,000 crimes recorded per 100,000 population in the U.K., compared to 466 violent crimes per 100,000 in the United States.","crime,foreign-policy,guns",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a meme on social media,LIAR,0.0,0.0,-0.2732
1954.json,half-true,"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.","climate-change,energy,environment,message-machine,oil-spill",americans-united-change,,,none,1.0,4.0,4.0,1.0,0.0,a TV commercial,LIAR,0.0,0.0,-0.6249
6990.json,mostly-true,Pakistan has 100 nuclear warheads and theyre rushing to build a lot more. Theyll have more than Great Britain sometime in the relatively near future.,"foreign-policy,nuclear",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"the third presidential debate in Boca Raton, Fla.",LIAR,0.0,0.0,0.6573
13530.json,false,"We had a massive landslide victory, as you know, in the Electoral College.",elections,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ""Fox News Sunday""",LIAR,0.0,0.0,0.0
4675.json,barely-true,"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers.",elections,new-jersey-democratic-state-committee,,New Jersey,democrat,2.0,2.0,1.0,0.0,0.0,a political advertisement,LIAR,0.22999999999999998,0.0,0.0
11543.json,half-true,When President Obama was running for re-election Senator Sanders was trying to find someone to primary him.,candidates-biography,martin-omalley,Maryland governor,Maryland,democrat,3.0,1.0,10.0,4.0,0.0,the First in the South Democratic Presidential forum.,LIAR,0.0,0.0,0.0
12743.json,barely-true,"In 2009, pre-Hillary, ISIS was not even on the map.","foreign-policy,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican convention,LIAR,0.05,0.0,0.0
6008.json,true,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",history,david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,a memo from campaign pollster Mike Baselice.,LIAR,0.0,0.0,0.5719
10212.json,half-true,"Says Obamas net neutrality proposalputs the government in charge of determining Internet pricing, terms of service and what types of products and services can be delivered.","government-regulation,technology",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a Facebook post,LIAR,0.0,0.0,0.0
12774.json,half-true,"Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families, because he thought it would help him scoop up more real estate on the cheap.","debt,economy,history,housing",elizabeth-warren,U.S. senator,Massachusetts ,democrat,0.0,0.0,3.0,3.0,0.0,a speech at the Democratic convention,LIAR,0.0,0.0,-0.25
4734.json,barely-true,Government employees make 43 percent more in wages and benefits than private-sector workers.,"government-efficiency,labor,unions",building-better-ohio,,Ohio,none,1.0,0.0,0.0,1.0,0.0,a campaign commercial,LIAR,0.0,0.0,0.3818
12884.json,mostly-true,Half of all NC legislative candidates are unopposed because of gerrymandering.,"elections,legal-issues,redistricting,states",common-cause,,,organization,0.0,0.0,0.0,1.0,0.0,an online video ad,LIAR,0.0,0.0,0.0
10689.json,mostly-true,Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,"housing,state-budget",us-uncut,,,democrat,0.0,0.0,0.0,1.0,0.0,a Facebook post,LIAR,0.0,0.0,0.0
10682.json,barely-true,"An April 7, 2015 referendum would take the choice of chief justice of the Wisconsin Supreme Court away from the people.","elections,legal-issues,states,supreme-court",greater-wisconsin-political-fund,,Wisconsin,none,3.0,3.0,3.0,1.0,1.0,a radio ad,LIAR,0.0,0.0,0.7906
8767.json,mostly-true,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.","state-budget,taxes",kathleen-vinehout,,,democrat,1.0,1.0,1.0,1.0,0.0,a speech,LIAR,0.0,0.0,-0.1406
10292.json,true,"Unlike marijuana, medical cannabis oil cannot get you high.","health-care,marijuana,states",allen-peake,"member, Georgia House of Representatives",Georgia,republican,0.0,0.0,1.0,0.0,0.0,a press conference at the Georgia State Capitol,LIAR,0.0,0.0,0.0
5553.json,mostly-true,"By the time Obama took office, The Bush administration had given the car companies $13 billion and the money was now gone.","economy,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a campaign video,LIAR,0.0,0.0,0.0
6173.json,true,Obama said (the individual mandate) wasnt a tax.,"health-care,pundits,taxes",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a tweet,LIAR,0.0,0.0,0.0
205.json,false,"I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.",immigration,tom-tancredo,U.S. representative,Colorado,republican,2.0,4.0,1.0,1.0,0.0,Fox News interview,LIAR,0.0,0.0,0.0
1555.json,half-true,"The health care bill will ""create 4 million jobs, 400,000 jobs almost immediately.""","economy,health-care",nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a statement at the health care summit,LIAR,0.0,0.0,0.6486
9960.json,barely-true,Not even old Gen. Eisenhower saluted military personnel as president.,"history,military",rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,"her book ""Drift""",LIAR,0.0,0.0,0.0
4438.json,pants-fire,The first round of stimulus ... it created zero jobs.,"economy,jobs,stimulus",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,the CNN/Tea Party Express debate,LIAR,0.0,0.0,0.25
7312.json,half-true,"Today, about 40 percent of guns are purchased without a background check.","criminal-justice,guns",kirsten-gillibrand,U.S. Senator,New York,democrat,0.0,0.0,1.0,3.0,0.0,an interview on MSNBC,LIAR,0.0,0.0,0.0
6719.json,half-true,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,"stimulus,voting-record",national-republican-congressional-committee,,,republican,18.0,9.0,8.0,5.0,8.0,a web post,LIAR,0.0,0.0,0.0
541.json,half-true,"Barack Obama ""extended health care for wounded troops who'd been neglected.""",military,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a television ad,LIAR,0.0,0.0,-0.0516
2875.json,false,[Georgia] Republicans have mismanaged unemployment benefits.,jobs,democratic-party-georgia-georgia,,,democrat,1.0,1.0,1.0,0.0,0.0,a Facebook post,LIAR,0.0,0.0,-0.0772
11350.json,barely-true,"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.","corrections-and-updates,gays-and-lesbians,human-rights,islam,religion,women",ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"an interview with Fox's ""The Kelly File""",LIAR,0.0,0.0,0.0
692.json,half-true,"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",taxes,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"a speech in St. Paul, Minn.",LIAR,0.0,0.0,0.3612
7761.json,false,On support for gay marriage,marriage,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a Facebook post,LIAR,0.0,0.0,0.4019
1783.json,true,Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,"economy,foreign-policy,pundits",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,a roundtable segment on ABC's This Week,LIAR,0.05,0.0,0.2263
10593.json,barely-true,The labor participation rate is at an all-time low.,"economy,jobs",lindsey-graham,U.S. senator,South Carolina,republican,2.0,2.0,4.0,2.0,0.0,"comments on NBC's ""Meet the Press""",LIAR,0.0,0.0,-0.2732
9952.json,mostly-true,Jason Carter actually opposed more funding for education in the Senate.,"education,state-budget",republican-governors-association,,"Washington, D.C.",republican,5.0,1.0,6.0,4.0,2.0,television ad,LIAR,0.0,0.0,0.0
2559.json,false,"When Washington liberals wanted to take away our guns, Chet said no.","guns,message-machine",chet-edwards,U.S. House member,Texas,democrat,0.0,2.0,0.0,0.0,0.0,a TV ad,LIAR,0.0,0.0,0.0
3628.json,barely-true,Tim Kaine broke a campaign promise not to raise taxes.,"state-budget,taxes",republican-party-virginia,,Virginia,republican,2.0,0.0,0.0,0.0,1.0,a website post.,LIAR,0.0,0.0,-0.128
11431.json,false,The gun industry isthe only business in America that is wholly protected from any kind of liability.,"guns,legal-issues",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a town hall-style campaign event in Iowa,LIAR,0.0,0.0,-0.1513
